input_1	Gold	Pred	Gold_Label	Predicted_Label
I have a wonderful sister-in-law who I am so incredibly thankful for.  Whenever I am going through a hard time she is always there for me to talk or to offer an encouraging word.	17	17	grateful	grateful
I was stopped at a red light and a woman in a truck scraped all along the side of my car.  She seemed high or something, so I don't know what was wrong with her.	1	5	angry	apprehensive
my friend came over yesterday and i farted right in front of her	13	13	embarrassed	embarrassed
I saw a 3 year old boy who can talk 4 languages	20	20	impressed	impressed
sometimes exams are failed and things are not corrected.	32	37	agreeing	suggesting
I was blown away when my six year old nephew solved the Navier-Stokes existence and smoothness problem. He will be getting the million dollar prize for it, which I hope he doesn't blow on cocaine and beef jerky.	20	20	impressed	impressed
For Halloween last year, I dressed as a plague doctor. I couldn't wait for my friends to see how scary I looked!	14	0	excited	afraid
i hope your coworkers went easy on you about it.	35	35	consoling	consoling
I was in for a treat the other day when my husband got home with some chocolate. He likes to do things like that from time to time.	29	29	surprised	surprised
I am very hopeful to go on vacation this summer	19	19	hopeful	hopeful
I have the best kids in the world.  The draw me pictures, make me laugh, and give lots of hugs and kisses.	22	7	joyful	caring
I couldn't believe Aretha Franklin passed away last week.	10	10	devastated	devastated
who do you support?	38	38	questioning	questioning
After over a year of living in absolute misery due to my upstairs neighbors, I'm finally moving to another apartment. I absolutely can't wait. Even if my new neighbors are a bit loud, they'll be nothing like this lot!	3	9	anticipating	content
I was secure in knowing that my daughter would drive safely in my car	31	31	trusting	trusting
disappointed: I was so sad to find out what she had done. Found it on her facebook message history..	11	12	disappointed	disgusted
I just had an amazing dinner and now am relaxing in my room. I feel very rested and at peace.	9	9	content	content
The garbage company for my town went under and left us without service.	16	12	furious	disgusted
I'm going to see my parents in a week!	3	14	anticipating	excited
don't know how we gonna pay rent	4	0	anxious	afraid
Our pet will need to be put down soon.  She has suffered a long time with feline AIDS.	27	27	sad	sad
I found my cat dead on the side of the road. I was so hurt and distraught I couldn't even drive home	10	10	devastated	devastated
I was so anxious for my kid to graduate	4	4	anxious	anxious
i wish you both all the best.	39	39	Wishing	Wishing
I'm waiting anxiously until the end of the week, when I'm going to pick up my wife from her flight back home after 2 months.	3	3	anticipating	anticipating
My family and I went the the beach on Tues. Spent the whole day. I can't believe I barely got sun burnt.	29	29	surprised	surprised
I have been working on a big proposal for weeks. Tomorrow, I have to give the presentation to the client and in-front of my team.	4	25	anxious	prepared
i cant wait for my new car, they told me it was going to take 1 week but they told me they where taking 1 more week so i cant wait	14	3	excited	anticipating
I have a huge phobia of roaches.  I can handle almost any kind of crawling or flying bug except them.	0	30	afraid	terrified
My friend adopted a new kitten.	21	7	jealous	caring
I was at a get together recently and a friend's husband was flirting with me. I made it very clear to him that I am happy in my marriage and not interested.	15	15	faithful	faithful
you should definitely check to see, or stop by cabot if you ever visit vermont.	32	32	agreeing	agreeing
My cell phone played a video out loud, which I had never watched, and it had profanity. This happened while I was checking out at the store yesterday.	13	13	embarrassed	embarrassed
did you end up ordering some once you both remembered?	38	38	questioning	questioning
I have a vacation condo in Florida at the beach reserved in a few weeks. It is right on the beach, with gorgeous ocean views and I can't wait to go.	3	14	anticipating	excited
i understand those kind of situation could scarry.	32	32	agreeing	agreeing
Rolling down a huge downhill street with no brakes was fun but nervewracking	5	30	apprehensive	terrified
wow, one day i hope to have enough money for a car like that, that's awesome	34	33	encouraging	acknowledging
Hearing JFK's we will go to the moon speech.	26	0	proud	afraid
she sat with them instead of me in champagne room	21	21	jealous	jealous
I'm from Scotland originally and had to apply to become a US citizen. To do that, you have to pass a Civics test. I was soooo nervous!	5	4	apprehensive	anxious
maybe you could try to better that?	37	37	suggesting	suggesting
i hope he doesnt do it again.	35	35	consoling	consoling
I saw a huge cockroach outside my house today. We live in Texas so they are common but still gross!	12	12	disgusted	disgusted
I just drove from Northern California to Florida. I knew I could do it without a problem, and I was right. I'd done it before, in the opposite direction, so I knew I was capable of making such a trip.	8	25	confident	prepared
Recently, my wife has lost a lot of loved ones. I have had to hold her in my arms several nights in a row while she cried to sleep.	7	7	caring	caring
I found a box of jewelry my grandparents had given me as gift over the years. It really made me think about them.	28	28	sentimental	sentimental
hah.. at least you had fun it sounds like	33	33	acknowledging	acknowledging
Playing hide and seek and I ended up in the bathroom	13	0	embarrassed	afraid
I am expecting my first child. It is going to be a boy! We are preparing the nursery and getting everything in order for his arrival!	22	3	joyful	anticipating
that must have been exciting to see her after so long.	33	33	acknowledging	acknowledging
I spent 20 dollars on a piece of cheese cake, I thought it would blow my mind but it was dry and barely editable. Talk about a let down.	11	11	disappointed	disappointed
High risk pregnancy	15	0	faithful	afraid
I am so grateful to my family	17	17	grateful	grateful
An older woman in a class I took in college stole my ideas for a paper and presented them as her own.	16	16	furious	furious
Recently my husband and I were traveling home from visiting his family when all of a sudden this car cut us off.  We had to slam on our brakes not to hit them.  It was so scary!	0	30	afraid	terrified
i know how you feel!	32	32	agreeing	agreeing
I am excited that some family is coming in to town	14	22	excited	joyful
I was terrified to see a rattlesnake on the ground the other day. I almost stepped on it as well	0	30	afraid	terrified
I have a job interview tomorrow and I can not wait!	19	3	hopeful	anticipating
My mother lives in the same neighborhood as I do and I am so happy she lives close. My father passed away about 2 years ago and I'm so thankful she's still here with us.	17	17	grateful	grateful
I recently found out that the girl of my dreams does not like me. I feel very sad about the whole ordeal.	27	10	sad	devastated
I had tickets to see Jay-Z and Beyonce at an outdoor venue. The big day came, and tropical storm hit. Not only did the concert get rained out, but no one got a refund.	11	11	disappointed	disappointed
I guess i will be selected as a next team leader	19	8	hopeful	confident
One time I tricked my butler into thinking he had won millions of dollars in the lottery. He quit his job and insulted my family before discovering that my cousin and I had tricked him. Now he's homeless	18	11	guilty	disappointed
My friend Maria and I had plans for brunch. We were supposed to meet at 11, but she didn't even call me till 3. I had work at 5, so the day was a waste.	2	18	annoyed	guilty
I was on a trip to a heavy metal festival in Las Vegas. While there, my girlfriend broke up with me, and we were still staying in the same room.	23	15	lonely	faithful
I never believed my grandpa was a rockstar until he jumped onto the stage and bit the head off of a bat. Then he belted the words to 'Crazy Train' and jumped out into the audience! Wow!	20	29	impressed	surprised
hopeful: I know things will work out in God's perfect timing	19	19	hopeful	hopeful
My friend helped me to pack	17	17	grateful	grateful
i know how you feel, financial problems are rough.	32	32	agreeing	agreeing
There's a woman in town who has started delivering groceries to peoples' homes. As I'm disabled, I'm so thankful for her service. Things would be a lot more difficult without it.	17	7	grateful	caring
I took a job fixing a computer for a client who was leaving town. I had less than 24 hours to pull it off and was biting my nails.	3	31	anticipating	trusting
sentimental: playing old school games with my bro	28	24	sentimental	nostalgic
I used to work as a hotel rep in Spain for a British travel company. One morning, I was greeting guests when, out of the corner of my eye I saw someone I recognized. I almost fell over - it was my cousin who had come over from Scotland without telling me. How lovely!	29	29	surprised	surprised
im so sorry, pets are like children	36	36	sympathizing	sympathizing
I found my old paintball gun at my dads house a while ago. It brought back such fond memories, that I decided to go play!	28	24	sentimental	nostalgic
I was needing to take my dogs out for a walk before leaving for work, but my neighbor was outside with her aggressive loud dog in my way.	2	2	annoyed	annoyed
Ex blames me for all things bad.	18	18	guilty	guilty
When I saw my main chick texting other dudes	21	21	jealous	jealous
I have a watch of my grandfather's that my father gave me. He passed away, but when I look at the watch I remember all the good times we had.	28	28	sentimental	sentimental
Not too long ago, I lost a watch one of my closest friends gave me for my birthday years ago. I was devastated!	10	10	devastated	devastated
i'm so sorry, no one should treat anyone they care about poorly.	36	36	sympathizing	sympathizing
I was devastated when I had to put my chihuahua to sleep not to long back.  She had congestive heart failure.  She was my constant companion and I loved her so much!	10	10	devastated	devastated
I saw Lion King today with my daughter, reminded me of my childhood watching it with my mom.	24	24	nostalgic	nostalgic
ohhh sorry about that.	36	36	sympathizing	sympathizing
My parents keep taking my money	1	1	angry	angry
Everyone wanted to go skydiving. But I was pretty sure my chute wouldn't release and I would plunge to the ground.	5	5	apprehensive	apprehensive
One day a back neighbor insulted my 10 year old son and made fun of him for his weight. She actually called him a name and cursed. Needless to say, I was so mad, beyond angry!	16	16	furious	furious
So proud of my son! He finally learned how to use a spoon and a fork	26	26	proud	proud
My friend is so supportive	22	17	joyful	grateful
I am looking forward to moving into a easy place to take care of.	3	19	anticipating	hopeful
I jumped out of an airplane to sky dive yesterday. I still felt in control	8	8	confident	confident
I was so furious when my coworker badmouthed me to my boss. He said that i was stealing the office supplies just for the fun of it	1	16	angry	furious
My sister graduated from college after a long road of persistence and determination.	26	26	proud	proud
Last week when I heard about Toys r us closing it made me think of other memories from my childhood. I started reminiscing about the toys, music, games and so much more	24	24	nostalgic	nostalgic
I just won an award for best yard in the neighborhood!	26	26	proud	proud
i have been trusting my girl friend a lot then anyone else	31	31	trusting	trusting
I got a job after a long period of unemployment.	22	26	joyful	proud
i know what that's like.	32	32	agreeing	agreeing
i know lots of bad dog parents.	32	40	agreeing	neutral
I got upset at my oldest son because he shows such lack of motivation.  While gettting on him might have been warranted, I feel bad for getting upset.	18	18	guilty	guilty
sorry to hear about that	36	36	sympathizing	sympathizing
congratulations!	39	39	Wishing	Wishing
I had a tree limb fall on the roof of my house	4	30	anxious	terrified
I work from home, sometimes my daughter will bug me intentionally to get a rise out of me, it can be bothersome.	2	2	annoyed	annoyed
I felt sad when I saw Alex Jones channel taken down	27	27	sad	sad
2	20	0	impressed	afraid
oh that must have been so exciting and surprising!	33	33	acknowledging	acknowledging
I went out with the children this morning to the park, I took the day to be with them, I felt very well	22	9	joyful	content
I felt so nervous going into my latest job interview.	5	4	apprehensive	anxious
I don't feel bad. It's not like I made her do it. She wanted to	18	18	guilty	guilty
hopefully they don't say mean things to you about being lonely.	35	35	consoling	consoling
I ordered a hamburger and when I got it there was a hair in it.	12	12	disgusted	disgusted
im sorry to hear that, how long did you have him?	36	36	sympathizing	sympathizing
hopefully, she answers soon.	35	35	consoling	consoling
and i am sure they knew it was unintentional so don't feel too guilty about it.	40	40	neutral	neutral
Not wanting someone to wear the same dress as me, I flew across the country to buy my prom dress. Well, turns out Becky STILL had to copy me! I can't believe she wore the same dress!	16	13	furious	embarrassed
When my dog took a pee randomly on the couch! Like who does that!!!!	29	2	surprised	annoyed
I'm so glad to have such a wonderful husband	17	17	grateful	grateful
Fed a stray yesterday.	31	7	trusting	caring
My wife made me pancakes for breakfast. I have a full belly and feel rather happy now.	9	9	content	content
I really want to have another baby	19	19	hopeful	hopeful
I was down to my last $400, and we had a bicycle trip planned. My buddy asked me to give him all of it to print some bootleg concert posters. We netted $2000 a piece.	31	17	trusting	grateful
Back to school time always brings back so many memories of when my kids were going to school. I would cry every year on the first day of school, especially if it was a milestone year.	24	24	nostalgic	nostalgic
I'm optimistic that my house is going to sell soon.	19	19	hopeful	hopeful
Living out of a car	6	9	ashamed	content
I recently hit a new personal record at the gym!	26	26	proud	proud
it can be hard in those situation i know you don't want to loose a friend in the end.	32	40	agreeing	neutral
I spend a lot of June preparing for July. During July I have my niece and nephews visit for 4 weeks, it's crazy.	25	3	prepared	anticipating
I was so elated to find out that my dog could speak to me! Even better, he has an adorable Cockney accent. We've been chatting about philosophy for three days now.	22	29	joyful	surprised
I could not believe it when the door bell rang and when I opened the door, my daughter and her family where standing there. I had not seen them for almost a year and they made a visit without telling me they were coming.	29	29	surprised	surprised
A couple years ago I suddenly went blind in my right eye. Two days and several test later, I found out I had MS.	29	4	surprised	anxious
I just broke up with my girlfriend, we were together for 8 years, i feel so empty.	23	23	lonely	lonely
Life hasn't always been easy, but I have many things to give thanks for. I try to remind myself of that everyday, especially when I spend time with my family.	17	17	grateful	grateful
My mother stopped by my house one day and said she saw 3 dogs on the road, down from our house. They were starving, with ribs showing, and it was a mother dog and her two small puppies. Of course, my daughter wanted to bring them to our house, so we could feed and help them. We did, and my heart went out to them, as they were so sweet, but really were in a bad shape.	7	7	caring	caring
So yesterday I found out my roommate has been dating someone for 3 months. I can't believe he didn't tell me.	29	29	surprised	surprised
i hope you do well and get the job.	34	34	encouraging	encouraging
me too.	32	32	agreeing	agreeing
i hope she is okay.	35	34	consoling	encouraging
I am so angry to see media reporting news without fact checking these days.. It is harming the country	16	12	furious	disgusted
I found out someone stole my identity. They completely cleared out my bank account and maxed out my credit cards. I am so mad.	16	16	furious	furious
My brother passed away 2 years ago and i still don't know how to cope	10	10	devastated	devastated
I think i have anxiety attacks	4	30	anxious	terrified
its definitely the little things.	32	32	agreeing	agreeing
My mother is so sweet and giving. She is always there for her family, dedicated to us. She loves us more than anything!	7	17	caring	grateful
It really bothers me when people let their toddler run around the mall. None the less smelling like a litter box that hasn't been cleaned in a month.	2	12	annoyed	disgusted
I watched a woman being very disrespectful at the mall to another woman of color.	12	12	disgusted	disgusted
My girlfriend had a 17 year old Chihuahua. He ran away from a friends farm and died after being struck by a car.	27	10	sad	devastated
My bank refunded me 100 bucks for a bad transaction!	22	17	joyful	grateful
I am so lonely because I am all by myself	23	23	lonely	lonely
I once lied about kissing the most popular girl at our school, to my friends. when they found out, i felt so shameful	13	6	embarrassed	ashamed
maybe something better will come along!	37	37	suggesting	suggesting
Cleaning out the closet I often find things that remind me of when all the girls were little.	28	24	sentimental	nostalgic
Recently my grandma passed away.  She lived far from us most of our lives but at the end she was sick so we moved her down here and I really had fun connecting with her as an adult again.  It was a hard day when she died	27	27	sad	sad
My dad called me one day crying out "Help me" over and over. When I finally got to his house he had fallen. I took him to the hospital and he had bruised his ribs.	30	30	terrified	terrified
I always try to tell my kids to show kindness and understanding to others. It's hard when they go to school and other kids are mean to them and bully others. I hope those values stick with them always	7	7	caring	caring
yes me too now if everyone would just take our lead lol	32	32	agreeing	agreeing
A couple years ago I forgot my grandmother's birthday. I felt so bad about it.	6	18	ashamed	guilty
I recently felt very faithful towards my lover. She is the best and loves me infinitely.	15	15	faithful	faithful
My husband had to cancel a vacation for next month. It's because his other night manager is terriblke and they cant afford to let him go.	11	1	disappointed	angry
One day there were terrible tornado's in our city! It destroyed homes and a school, and I was so petrified and fearful it would come by our home as well!	30	30	terrified	terrified
i like dogs but thats why i dont have one lol	40	40	neutral	neutral
I envy people who can dance really well. Something so graceful about them.	21	21	jealous	jealous
i'm sorry for that.	36	36	sympathizing	sympathizing
i agree, we need more moral people to guide us.	32	32	agreeing	agreeing
that's awesome!	33	33	acknowledging	acknowledging
Last year we lost our home of 20 years to a house fire. We lost all of our belongings but thankfully nobody was hurt.	10	10	devastated	devastated
I ate all of the candy we had in the house one night. I felt so bad afterwards but it was so great in the moment	6	18	ashamed	guilty
I'm so proud of my wife	26	26	proud	proud
Watching my daughter grow and become more intelligent makes me happy. I've been teaching her to play certain video games and she catches on so quickly.	22	26	joyful	proud
I studied all night for my final exams. I needed to pass them to graduate from college.	25	25	prepared	prepared
The store I am ordering from won't ship to Canada, even though I found the perfect present for my brothers birthday.	2	11	annoyed	disappointed
I was afraid when I got out of the movie theater	0	0	afraid	afraid
yea those were the gold ole days	40	40	neutral	neutral
My wife was out of the country for a couple months, and when she came back I went to get her from the airport.  We spent the whole day doing random things together.	22	31	joyful	trusting
annoyed: I am highly upset that I'm the only one concerned with earning money for our bills	2	2	annoyed	annoyed
were you also close to them?	38	38	questioning	questioning
My brother bought a custom bowling ball and ever since he got it, he's been doing amazing!	20	20	impressed	impressed
I went on a job interview. I'm waiting to hear if I got the job.	3	19	anticipating	hopeful
My husband was really sick for a while and I just did everything for him I loved him so much	7	7	caring	caring
I got laid off from my job a couple of months ago. Every week starts off the same. I look for jobs, apply for jobs and yet I'm still unemployed. I try to stay optimistic though that something will come along soon.	19	19	hopeful	hopeful
Earlyier this week my brother in law committed suicide. The was only 28 years old. I couldn't breathe when i heard the news.	10	10	devastated	devastated
My husband bought me a beautiful diamond 14 kt gold ring! I didn't have any idea he was going to get it for me.	29	29	surprised	surprised
I was delighted the other day when I got to see a friend that I had not seen in 20 years.	22	22	joyful	joyful
I just ate a whole box of cookies.	6	6	ashamed	ashamed
my daughter went on vacation with her friends and the house feels really alone without her	23	23	lonely	lonely
I was on a bank robbing spree with my best friend. He got caught with half the cash, and is currently doing 30 years. I managed to escape to the Bahamas, and sometimes I still think about him.	18	30	guilty	terrified
I was dogsitting for my dad. I had to clean up dog poop around 10 times while I was there!	12	12	disgusted	disgusted
When I went into labor with my youngest child, while I was at the hospital, the baby's heartbeat dropped and they told me that had to take me for an emergency C-Section. It was one of the scariest days of my life. She is a happy and healthy three year old now.	30	22	terrified	joyful
I had planned a trip to Florida to see some old friends and go canoeing on the river. At the last minute (a day before) the people riding with me had to cancel, and I was forced to cancel the trip.	11	10	disappointed	devastated
sounds like you are lucky.	33	33	acknowledging	acknowledging
the plants in my garden I water them, I move the earth, I try to keep them happy	7	7	caring	caring
I was so proud of my youngest child going to school today.	26	26	proud	proud
I am confident that I will win the gaming tournament in Chicago	8	8	confident	confident
I ate a whole cake by myself, I'm suppose to be on a diet. It's so hard!	18	6	guilty	ashamed
iam feels good because i have been built a new house	26	22	proud	joyful
I felt very secure when my daughter was nominated to be 'Most Artistic' at school. She is so very talented!	8	26	confident	proud
My husband went to a job fair today and got tons of offers! He gets out of military in November. Ready for a new start in a new town	19	14	hopeful	excited
i'm so sorry.!	36	36	sympathizing	sympathizing
agreed!	32	32	agreeing	agreeing
I was outside with my dog and she went to the bathroom. A few minutes later she tried to eat her poo	12	12	disgusted	disgusted
I was bowling and I accidentally used the person's ball next to me	18	13	guilty	embarrassed
boy	14	12	excited	disgusted
One time I won an essay contest. My prize was a free trip to Washington D.C.	14	14	excited	excited
I was hiking in the mountains and walked up on a female bear with her two cubs.	30	29	terrified	surprised
A thunderstorm raged all of last night! It kept me awake all night!	0	30	afraid	terrified
I learnt a few days ago my best friend passed away in a car accident. I am still in shock.	10	10	devastated	devastated
My husband has a cousin who is good at everything. He is so young yet he owns his own business.	20	20	impressed	impressed
maybe you are felling lonely these days?	37	37	suggesting	suggesting
Years ago I found my beagle dead from kidney failure, he had not gone quietly.	10	10	devastated	devastated
is it loud where you are now?	38	38	questioning	questioning
I let my dad borrow my car and he got in an accident. It made my insurance rate increase.	1	16	angry	furious
ooh, congratulations!	39	39	Wishing	Wishing
sometimes that i have been more apprehensive when i was feels upset and lonley	5	0	apprehensive	afraid
im glad you had a good time, its always nice to have a refresher to get away from everything for a little bit!	33	33	acknowledging	acknowledging
I'm starting a new job next week, and I am super nervous.	4	4	anxious	anxious
I screwed up plans for a date night with my wife. We ended up having to cancel and she was really mad about it.	18	18	guilty	guilty
Hoping for job promotion	19	19	hopeful	hopeful
I felt very lonely when my partner decided to leave me for someone else.	23	23	lonely	lonely
Been having a good day, relaxing on my couch watching Netflix. I got a nice cup of hot chocolate and my cat curled up in my lap.	9	9	content	content
i always make sure to be outside my house before anybody picks me up i like to anticipate things	3	25	anticipating	prepared
proud. I can get fit in 3 months. Takes discipline	26	26	proud	proud
My boyfriend surprised me with flowers today. I thought it was so cool and thanked him for the gift... then he said, "happy anniversary." I am completely mortified that I forgot.	6	29	ashamed	surprised
I was grateful when I married my wife	17	17	grateful	grateful
Once I was suppose to go on a vacation to see my sister who I hadn't seen in awhile.  I ended up breaking my heal and wasn't able to go.  I was so disappointing b/c I missed her so much.	11	18	disappointed	guilty
After years of trying to get back on my feet.  My family and I are finally moving into a house we will own.	17	22	grateful	joyful
I tried to spin my ball while bowling and ended up just throwing it. My face was so red!	13	13	embarrassed	embarrassed
I recently had a wonderful experience with a woman I really like. The night ended poorly and I came across very disappointed with the ending.	11	11	disappointed	disappointed
I got home and all of my friends were waiting for me to have a birthday party i did not know about!	29	29	surprised	surprised
I'm going skydiving for the first time!	14	14	excited	excited
maybe he wont do it agian.	37	37	suggesting	suggesting
My friend's boyfriend had the nerve to kiss me when I was visiting her one day. It was an out of the blue, sneaky move and repulsed me!	12	12	disgusted	disgusted
I am impressed in my sisters camping skills. They are very good	20	20	impressed	impressed
I hope when I get older, Im not lonely as I am now	23	19	lonely	hopeful
I came home today and the food I had put in the crock pot was ruined. The outlet must have died and the food sat in there all day not cooking.	11	12	disappointed	disgusted
I am ashamed when I don't have enough money. When I go out with friend I have to order the cheapest thing on the menu because I am counting pennies.	6	6	ashamed	ashamed
I recently returned to my childhood home, and it brought back a flood of wonderful memories. I am feeling quite sentimental.	24	28	nostalgic	sentimental
There was this time when I was suppose to have a doctors appointment at this certain time.  well i sat there for literally 3 hours waiting to see the doctor.  Which honestly I wouldn't have minded if he would have spent time with me at the appointment but all he did was spend 5 min and act like he didn't want to be there.  It was annoying.	2	2	annoyed	annoyed
I watched the president of my work association speak and I didnt know he could speak that well. I and the rest of the room was with awe	20	20	impressed	impressed
that must have been scary.	33	33	acknowledging	acknowledging
I was going through my photos today and I saw a picture of me and my ex together. It just made me feel odd , I miss him.	28	28	sentimental	sentimental
I bit into an apple and found a worm. It was so gross.	12	12	disgusted	disgusted
I woke up the other morning, got ready and drove all the way to work. Just to find out it was a holiday and we had the day off.	29	29	surprised	surprised
My girlfriend and I stayed the night out at her friends farm/homestead in Virginia. It smelled like manure everywhere, and they had no toilet in the house. On top of that, the whole house was covered in mold.	12	12	disgusted	disgusted
They day my son was born was an amazing day for me. He was so chubby and cute. He makes me so happy.	22	22	joyful	joyful
all the best buddy enjoy the celebrations :)	39	39	Wishing	Wishing
well i hope you got there in time and nothing bad happened.	35	35	consoling	consoling
i understand your pain.	32	32	agreeing	agreeing
The other morning at 4 am I was woken by my neighbor's smoke alarm going off. At first I didn't know what was going on, then I realized and didn't appreciate it!	1	30	angry	terrified
I don't like loaning money to friends because a lot of the time it doesn't get paid back or ruins the friendship. I recently loaned my friend some money because of her situation not counting on getting it back but I did.	31	31	trusting	trusting
When I saw a guy on a bike doing a wheelie.	20	20	impressed	impressed
esterday my husband was very well arranged for a party alone, I'm suspecting	21	8	jealous	confident
I am anticipating that the limestone mine in my area where I live at will be reclaimed.	19	3	hopeful	anticipating
The older I get, the more relaxed and just a simple happy and calm feeling I have. It is nice to just enjoy being alive.	9	9	content	content
Many years ago, my husband was acting a bit too 'chivalrous' to a friend of mine, which I felt was a bit too friendly. He said he was just being nice, but I felt like he found her attractive.	21	15	jealous	faithful
I won a lottery for a small amount of money. It's always nice to get something for free.	29	22	surprised	joyful
I was home alone. Suddenly, I heard a loud BANG. I went into the kitchen to investigate, and briefly saw a white dress flying out the window. I saw a ghost!	30	30	terrified	terrified
A time that I felt uneasy and anxious was waiting for my son to find out if he was accepted to a prestigious college.	5	5	apprehensive	apprehensive
I was feeling pretty reminiscent when we went on vacation. I starting thinking about the last vacation we had with my father before he passed away.	28	24	sentimental	nostalgic
sorry that that happened to you, i hope you're doing well.	35	36	consoling	sympathizing
We tried a new restaurant for our anniversary that came highly rated by everyone in the community. When they got our order wrong and did't cook our food right I was mad and disappointed. I tried not to let it ruin the night.	2	11	annoyed	disappointed
my last landlord was awful.	40	40	neutral	neutral
Seeing a statue we made for a recently passed away pet made me really sad. It was such a fitting tribute to her life and the love we had for her.	28	28	sentimental	sentimental
I went around work all day today with a hole in my pants, right on my bottom. Nobody told me until I was leaving. I have no idea how many people noticed!	13	13	embarrassed	embarrassed
impressed: I was very proud of her for flying all by herself	20	20	impressed	impressed
When I left the bathroom in high school once I had toilet paper stuck to my shoe.	13	12	embarrassed	disgusted
that is awesome, i am sure you can not wait to go back	33	34	acknowledging	encouraging
My aunt came into town today, she could only stay for dinner. It made me upset it was only a few hours and not for the night.	27	2	sad	annoyed
I'm only 6 months away from having my AA in healthcare administration. I can't wait to start my new career.	14	3	excited	anticipating
My friend whom I haven't seen in a long time came to visit. She drove up in a really nice car and was dressed really well. She married a very wealthy man and I just a bit envious	21	21	jealous	jealous
I am confident that I will win that spelling bee tomorrow	8	8	confident	confident
I knew my birthday was coming up but was shocked to find all my friends in the bar at the same time!	29	29	surprised	surprised
Right now we are waiting on military orders. I'm really hopeful we will get them next week and praying that turns out to be true.	19	3	hopeful	anticipating
My friend just recently moved to California--I have always wanted to live there	21	19	jealous	hopeful
When my Uncle Bill told me about how he was planning to desert his military duty and flee to Canada, I knew he'd need my support. It was a tough decision for him with a lot of risk, but I was there for him.	7	31	caring	trusting
i spent some time there, when i was learning how to be an army medic.	40	40	neutral	neutral
One time I saw my dog try to eat my nephew's dirty diaper. It was really gross.	12	12	disgusted	disgusted
but, maybe you can laugh about it now?	37	37	suggesting	suggesting
I was going through boxes the other day. I came across old pictures I didn't know I still had. It really made me think back.	28	28	sentimental	sentimental
it wasn't that scary to me	33	30	acknowledging	terrified
is she okay?!	38	38	questioning	questioning
I'm starting a new job tomorrow. I'm feeling really nervous, but optimistic.	19	19	hopeful	hopeful
well, i'm sure mom had a laugh lol!	40	33	neutral	acknowledging
i know i hate it when i can't get to my money i have online.	32	32	agreeing	agreeing
I hate how much conflict there is our country. It makes me frustrated knowing how divided we have become.	27	1	sad	angry
I'm teaching my daughter how to drive, and so far, so good!	31	26	trusting	proud
I had finally got to see a baseball game at a stadium. It was amazing how high up we were in the stadium and yet could still see everything perfectly.	22	9	joyful	content
I went to a restaurant my wife really likes with some friends while she was at work.	18	21	guilty	jealous
I felt so nervous when i went to meet the parents of my girlfriend. I was sweating all over!	4	4	anxious	anxious
I am by myself most of the time in a isolated area. I only have animals as my friends.	23	23	lonely	lonely
My sister accidentally broke a vase of mine yesterday! I was super upset!	16	16	furious	furious
do you miss meat or dairy at all?	38	38	questioning	questioning
Eating food is hard.	1	27	angry	sad
i hope not too!	35	35	consoling	consoling
did you end up getting the job?	38	38	questioning	questioning
Lost 100 lbs	8	26	confident	proud
My daughter does not share things with me. I found out that she was moving out from my other daughter	21	27	jealous	sad
One year for christmas I really wanted a new computer but knew there was no way it was happening, but my parents surprised me with a new computer.	22	29	joyful	surprised
I was angry when my son destroyed my car	1	1	angry	angry
I was flipping through the channels today and saw a gruesome movie. It had a lot of blood and gore, which turns my stomach.	12	12	disgusted	disgusted
I had just got a 100 dollar haircut and some new clothes and yeezy shoes. I felt on top of the world	8	14	confident	excited
i agree.	32	32	agreeing	agreeing
that sucks, i hope you get it figured out!	35	35	consoling	consoling
i think you should always focus on your strength then it won't matter who is there and what they say	37	37	suggesting	suggesting
My daughter came to visit from Ohio with her husband and children. I could not wait for them to get here because it was almost a year since I had seen them.	14	3	excited	anticipating
I stole a shirt I liked from my friend.	18	6	guilty	ashamed
I had to write a speech for a club I'm in and it made me have thoughts about what might happen if I didn't give a good speech, like people might get bored	3	13	anticipating	embarrassed
My daughter is a teenager now, so we don't get to spend much time together. Today we had a girls even out, went shopping and out to eat.	22	23	joyful	lonely
i cant wait to go to california on vactaion next summer, i think im going to universal studios	14	3	excited	anticipating
I was totally surprised when I saw my friend's Minecraft world	20	29	impressed	surprised
that is really creepy, i would feel anxious too.	33	33	acknowledging	acknowledging
I had phone interview for a job. It went very well.	25	8	prepared	confident
I am disabled and have trouble getting around. Last week I went to our local Farmer's Market and bought some produce. The farmer I visited, even though he was quite busy, took the time to walk me back to my car and put my purchases on the back seat. Now that's what I call service!	20	17	impressed	grateful
At the bar a girl tried to cheat.	15	15	faithful	faithful
I have Lupus so i am not able to get out of the house much b/c I am so sick.  It makes me really lonely b/c I don't have many friends since I am not able to go out and hang out	23	23	lonely	lonely
I won a free trip to Florida. It's not the best vacation, but I'll take it for free.	14	22	excited	joyful
i'll be praying for her, i hope she continues to stay in the clear in the future.	34	34	encouraging	encouraging
oh no, what did you do?	38	38	questioning	questioning
hopefully things are different now and you have the confidence that you need!	35	35	consoling	consoling
My wife after a 6 hour labour just gave birth to our first boy! I'm going to name him after me, he looks just like me!	22	22	joyful	joyful
We went to Florida for a vacation and when we got to the bridge and toll booths, the line was 30 minutes of wait, after a 7 hour drive!	2	2	annoyed	annoyed
My 50th birthday just passed. I was trying to ignore it but my family ended up having a surprise party for me. It was such a happy night. Made me realize I should embrace my age and not ignore it.	22	27	joyful	sad
