input	Gold	Pred	Gold_Label	Predicted_Label
I was just going through all my high school yearbooks and it made me miss old times. It's crazy how	28	24	sentimental	nostalgic
I'm in love with my girlfriend. I would never cheat on her	15	15	faithful	faithful
congratulations!	39	39	Wishing	Wishing
I've been out of work recently and my father has been helping me pay my bills. I have no way to ever	17	17	grateful	grateful
My little niece was recently rushed to hospital and I was worried sick about her. I really love my n	7	7	caring	caring
I once stole a candy bar and drink from a gas station. I felt so bad.	18	18	guilty	guilty
exactly, be positive and you can buy one for yourself!	32	32	agreeing	agreeing
There was a huge spider on my wall! I think it was a wolf spider.	30	30	terrified	terrified
I have a big test on Monday. I am so nervous, I haven't been able to sleep at all.	4	4	anxious	anxious
My husband and I recently got married. This is our second marriage each and it's nice that we are bo	9	9	content	content
I took a huge test today and man it made me so nervous. I really hope I did well on it.	4	4	anxious	anxious
I was really stressed out and grad school and had no choice but to drop out to keep my sanity.	10	6	devastated	ashamed
There is a tornado coming. But I have the pantry full and am ready this time.	25	25	prepared	prepared
hopefully something with good gas mileage!	34	34	encouraging	encouraging
There is a girl I like. I want to ask her out. If she says no I'm afraid it will ruin our friendsh	5	19	apprehensive	hopeful
oh wow, now that really is exciting, congratulations!	39	39	Wishing	Wishing
I hate when i wash dishes and touch food	12	2	disgusted	annoyed
A couple years ago I got hospitalized and diagnosed with MS. The whole experience was terrible.	0	10	afraid	devastated
I was giving a speech to try and get funds to run for local office. I had worked long and hard to so	25	19	prepared	hopeful
This year i felt confident in my exams.	8	8	confident	confident
I once ate a piece of cake found in the fridge. After the first bite I looked down and saw spots of	12	12	disgusted	disgusted
i'm sorry, that must be pretty rough on you!	36	36	sympathizing	sympathizing
The litter of puppies had been born. All of the puppies have survived, such a lucky amazing occasion	22	22	joyful	joyful
excited for baby shower	14	3	excited	anticipating
well, on the bright side, maybe a hobo will find it, read it, enlighten himself, and get a job at mc	37	37	suggesting	suggesting
When someone talks down to me, it makes me sad.	27	27	sad	sad
what happened to him?	38	38	questioning	questioning
that's good, where are they?	38	38	questioning	questioning
that is unfortunate, what do you usually avoid talking about?	38	38	questioning	questioning
oh god.. so sorry to hear that.	36	36	sympathizing	sympathizing
We were over at our friend's house for a dinner and I was in the kitchen helping her cook. I had mel	18	7	guilty	caring
When I was younger, there was a car I really wanted. I had worked to make the money for it, but need	29	17	surprised	grateful
There was a dog outside my house the other night just howling at my window. I don't own a dog and I'	0	30	afraid	terrified
I'm going on a cruise to Alaska.	14	14	excited	excited
One time I was walking on the sidewalk to my next class and I tripped on some steps. I fell flat on	13	13	embarrassed	embarrassed
I once had a long walk home from the railway station with two very heavy bags. It turned out that an	31	29	trusting	surprised
The first time my girlfriend picked me up for a date, I was still a total slob. My room was in shamb	6	13	ashamed	embarrassed
People who steal make me crazy. I watched some people come into my driveway and try to take my spar	1	16	angry	furious
I lost my credit card and now my bills aren't going through. Trying to explain to the phone and inte	2	1	annoyed	angry
i hope you start there as well!	34	34	encouraging	encouraging
oh yea exactly	32	32	agreeing	agreeing
We are moving soon. I don't know exactly when so I've just been packing and doing as much as I can a	25	3	prepared	anticipating
I ended up staying at home for the holidays, all my family lives in another state. I basically just	23	23	lonely	lonely
I'm ready for hurricane season. I have my kit ready and everything.	25	25	prepared	prepared
I finally finished a project I had been working on at work. It took a lot of learning along the way	8	26	confident	proud
I was at the grocery store today and had to wait in line for 15 minutes/ Theres was only one cashier	2	2	annoyed	annoyed
I remember being in college and traveling around Europe	24	24	nostalgic	nostalgic
i bet it did	40	40	neutral	neutral
I don't cook very well but when my husband started putting chocolate in chilli I freaked out. I love	31	29	trusting	surprised
One time I found a photo album that had pictures of my family when we were young. It brought back a	28	24	sentimental	nostalgic
i was in shock when my little boy showeed me he could count to 10 by the age of 1	20	20	impressed	impressed
i'm so sorry to hear that.	36	36	sympathizing	sympathizing
i have been going for my friends wedding there was a small problem occoured	6	5	ashamed	apprehensive
Going for my degree	26	8	proud	confident
I think it's tragic what our country is like right now. We are falling apart as a society.	10	12	devastated	disgusted
oh well i was starving...i just rinsed it out with some mouthwash and ordered a big pizza lol	40	12	neutral	disgusted
I found an injured baby kitten in the road while driving. I took it home, nursed it back to health,	7	7	caring	caring
I just won a large lottery. I bought a couple scratch cards and made $20,000.	14	22	excited	joyful
I found a rabbit that had been shot by someone in my yard.	12	30	disgusted	terrified
I went down to get a drink of water in the middle of the night and my back door was just standing op	30	13	terrified	embarrassed
My eye is itchy and my eyelid is droopy	4	2	anxious	annoyed
My wife took the rest of the day off to spend time with me yesterday.	29	23	surprised	lonely
My car broke down on the busy highway the other day. There were so many cars, it was scary!	30	30	terrified	terrified
i hope you don't have to deal with it again, though.	35	35	consoling	consoling
All of my friends have moved away, when I still live and work in the place where I grew up. Many loc	23	23	lonely	lonely
I've been passively job hunting for a few months now, looking for a better job. I haven't had any lu	4	19	anxious	hopeful
what kind of health problems ?	38	38	questioning	questioning
The power got cut randomly at our house in the middle of the night. No storms near by or anything. I	0	0	afraid	afraid
oh, i am so sorry.	36	36	sympathizing	sympathizing
i understand that, i hope things work out well for you both in the end!	35	35	consoling	consoling
That horror movie made me terrified	30	30	terrified	terrified
that's awesome.	33	33	acknowledging	acknowledging
I went to Hardee's the other day and got a slider burger for almost 2 dollars. It was the size of a	11	20	disappointed	impressed
When my last ex ghosted me after things were going really well, I felt lost. I had no idea what I'd	23	10	lonely	devastated
i hope you have a great trip and cherish the time with your family!	34	34	encouraging	encouraging
I have to give a speech on Thursday, I am so nervous. Giving speeches is one of my least favorite th	5	4	apprehensive	anxious
My family cannot agree on what to eat for dinner and its making me so mad!	16	1	furious	angry
well i hope that you find something.	34	35	encouraging	consoling
my husband God a job!!	17	17	grateful	grateful
Being a successful single mothr.	26	9	proud	content
good luck!	39	39	Wishing	Wishing
I just got a bonus from my job. That money came at the perfect time!	17	22	grateful	joyful
My father passed away 2 1/2 years ago. We didn't know he had a life-threatening illness and it reall	10	10	devastated	devastated
When it was storming before going to the beach.	19	0	hopeful	afraid
i was really happy the day i gratuaded from college, i think it was one of the best days of my life	26	22	proud	joyful
maybe some day hopefully	34	37	encouraging	suggesting
When my dog chewed up a hole in the carpet.	12	2	disgusted	annoyed
I was out walking down the street at night, it was scary and dark and I felt like I was surrounded b	0	0	afraid	afraid
I had a customer sign the wrong form today, I feel bad because I'll have to ask them to sign somethi	18	18	guilty	guilty
My oldest child's birthday is next week. I always get emotional when her birthday comes around, reme	28	28	sentimental	sentimental
For the kitchen test tomorrow, I studied well and I feel winner	25	8	prepared	confident
I surprised my girlfriend with Chik-Fil-A breakfast this morning when she got off work.	7	29	caring	surprised
I had a cousin that wasn't going to buy her child anything for Christmas one year. My husband and I	7	31	caring	trusting
I just found a bunch of random toys in the catch of the sink of my kids bathroom. There going to hav	1	29	angry	surprised
i am so very sorry.	36	36	sympathizing	sympathizing
i'm sorry did you get to see her a lot before she passed?	36	36	sympathizing	sympathizing
well good luck, i hope you get in!	34	34	encouraging	encouraging
guilty: leaving him behind in the rain	18	18	guilty	guilty
I just got an email from property management confirming that I've got the new apartment I wanted. I	3	19	anticipating	hopeful
My sister recently paid off her house. I felt so envious of her as I've been trying to pay mine down	21	21	jealous	jealous
I was out photographing butterflies and took the most incredible photo. I am really happy with how i	20	26	impressed	proud
My wife surprised me on my birthday with an amazing homemade dinner.	29	29	surprised	surprised
One time when i feel off my bike in front of all of my friends i was embarrassed.	13	13	embarrassed	embarrassed
One time I had to take a final for a class. I studied for hours for it and felt very prepared	8	25	confident	prepared
When my mom got really ill and was in the hospital I wasn't able to visit her for about a week. It j	10	27	devastated	sad
I went to the store first thing the other morning for some sodas and had a rough time. I dropped my	13	13	embarrassed	embarrassed
My wife is going to be back from out of the country for 2 months in about a week. I'm super happy.	14	22	excited	joyful
My wife has been out of the country for school for 2 months. She gets back in a week, I'm super exc	3	14	anticipating	excited
I feel bad because I do not feel anything for my husband ... but I feel bad I do not dare to tell hi	18	18	guilty	guilty
I was supposed to go on a work trip but my child go sick. I was so worried to tell my boss that i w	4	18	anxious	guilty
I feel so good about knowing I am going to win the race on Sunday. The race is for my favorite chari	8	8	confident	confident
Someone was speeding on the road and I got into an accident with them. My car was totalled because o	16	1	furious	angry
I have been true to my beliefs for a very long time, even if it means disagreeing with others. I use	15	15	faithful	faithful
I felt alone for those 3 weeks she went to visit family	23	23	lonely	lonely
i was so afraid of going in my barn because I got stung by a wasp last year in my neck.	0	0	afraid	afraid
My wife went out of the country for 2 months, it's almost over but it's been tough.	23	23	lonely	lonely
I am going to Busch Gardens next week with my family!	14	14	excited	excited
she went behind my back to return her ex's t-shirt. Lied about it. I found out through her facebook	10	16	devastated	furious
I never liked milk. I always had skim milk growing up. Then I decided that maybe whole milk would be	9	11	content	disappointed
I think I will be successful. I love life	8	19	confident	hopeful
I was feeling a bit nostalgic the other day when my son went back to college. It made me think of hi	28	24	sentimental	nostalgic
My husband and I are going on our first ever cruise in December. I am so excited to be going. We are	14	14	excited	excited
good luck!	39	39	Wishing	Wishing
I was looking at old pictures of my friends and I. I sometimes wish I could go back to those days,	24	24	nostalgic	nostalgic
I am looking forward to the new season of the Lakers. I bet Lebron is gonna make a difference.	3	19	anticipating	hopeful
I was sad the other day because I found out a friend is moving. It's not that far and I didnt see he	27	27	sad	sad
why did she go visiting?	38	38	questioning	questioning
I am terrified that my wife is going to leave me	30	0	terrified	afraid
I think my self esteem has gotten a lot better. I've been doing a lot more exercise and self care a	8	8	confident	confident
Do you like to go through old family pictures?	28	38	sentimental	questioning
maybe they will understand.	37	37	suggesting	suggesting
When I was listening to music at the gym	1	13	angry	embarrassed
Sometimes I feel scared for no reason	0	0	afraid	afraid
I am a youth leader and recently one of the youth in my group was asked to speak at a local church.	20	15	impressed	faithful
i can imagine, sorry	36	36	sympathizing	sympathizing
Now that I'm older, I am very happy with the way things are in my life. I am happy with a regular ro	9	9	content	content
i hope your blessings continue!	34	34	encouraging	encouraging
Waiting for my results	4	19	anxious	hopeful
I have been working out at the track to get my sprint times up. But my 100 yard dash still takes ove	6	8	ashamed	confident
I am so impatient lately but ready to get some big news and it better be this week.	19	3	hopeful	anticipating
I love my baby so much. He is teething right now and i don't really know how to help him	7	7	caring	caring
I'm always proud when I set my sights on something and achieve it. Running my very first marathon wa	26	26	proud	proud
Today when I went outside to check my banana plant I noticed the leaf was wilted.	27	29	sad	surprised
Accepted to Engineering program	26	26	proud	proud
One time my boyfriend was sick. I made him some soup help him feel better because that's all he coul	7	7	caring	caring
The other day I got to take my kids to the beach for the first time. I could barely contain myself o	14	14	excited	excited
I loaned out a bike to someone who needed it to get to work. I found out later that he had stopped g	16	31	furious	trusting
When my dog was still potty training.	2	26	annoyed	proud
Skin is good, good health, healthy diet, good grades. Life is good!	9	26	content	proud
Some time ago, I interviewed for a new job. It would've been a huge pay increase and something inter	19	19	hopeful	hopeful
When I was promoted to Team Leader, I had years of experience and felt very comfortable in my abilit	25	31	prepared	trusting
I come home from work and my parents are always arguing. It frustrates me.	2	2	annoyed	annoyed
While we were trying to get pregnant, it was still unexpected when I actually found out we *were* pr	29	29	surprised	surprised
I'm glad to have the internet to teach me things I need	15	17	faithful	grateful
I could not believe my eyes when we came home from vacation and the house was clean from top to bott	29	20	surprised	impressed
I did not have a car for a few years and just recently bought a new one. I was scared to drive at fi	0	5	afraid	apprehensive
that is good, hopefully it helps!	34	35	encouraging	consoling
My cat had to stay overnight at the vet recently. They had to keep her for x-rays, I was so worried.	4	7	anxious	caring
I am very ashamed in my family	6	6	ashamed	ashamed
My friend has been feeling sick a lot lately and I worry about her health.	7	7	caring	caring
good luck!	39	39	Wishing	Wishing
When I secured the first prize in an event at my college	26	26	proud	proud
My friend ended up passing her semester with flying colors, despite the fact that she has 2 children	26	20	proud	impressed
was travelling 14 hours internationally. First flight got delayed and the airline would not apologiz	1	16	angry	furious
I wasn't able to pay rent recently. I had a messed up home.	5	27	apprehensive	sad
Me and my friend used to play nintendo all day long	24	24	nostalgic	nostalgic
My co-worker discovered the cure for type two diabetes before me, and I just can't believe it. It wa	21	20	jealous	impressed
The first time I got a tattoo I was worried about pain and blood. I faint pretty easily at the sight	5	4	apprehensive	anxious
I was recently rejected by a person that I rally enjoyed. Sometimes you can't get what you want.	27	11	sad	disappointed
I had to give my pet up for adoption because my new apartment wouldn't take them.	27	27	sad	sad
I have to leave my poor dog at home while I go to work.	18	27	guilty	sad
I was looking through the attic and found a box of childhood toys. They brought back so many memorie	28	24	sentimental	nostalgic
I tripped over a big cord at the fair last year and fell down! It was in front of many people and I	13	13	embarrassed	embarrassed
i would be too!	33	33	acknowledging	acknowledging
it makes me really mad to see homeless people on the street, i think there should not be that many h	16	12	furious	disgusted
My roommate has been gone all week. I don't have anything to do without him here.	23	23	lonely	lonely
I went to work with my pants inside out.	13	13	embarrassed	embarrassed
Someone ran over my mailbox this morning. They left it totally demolished.	1	16	angry	furious
One time I was playing basketball and I accidentally slapped a girl in the face. I felt so bad about	6	18	ashamed	guilty
I am hopeful that I would be rich someday	19	19	hopeful	hopeful
it was equal parts fun and scary.	33	40	acknowledging	neutral
I was impressed with the amount of work that goes into video games.	20	20	impressed	impressed
I've been trying to be extra supportive towards my husband. His mom is dying, and he is working long	7	7	caring	caring
congratulations on getting an interview.	39	39	Wishing	Wishing
There was a movie out i wanted to see but no one else was interested. I went to see it by myself	23	11	lonely	disappointed
please tell me it was not full of oriental trading company rubber ducks and cheap tchotchkes.	40	38	neutral	questioning
One time I found my dog's favorite toy. It brought back memories of when she was a puppy	28	28	sentimental	sentimental
I felt a weight off my shoulders when I just let things happen	31	15	trusting	faithful
I was terrified when I watched that horror movie	30	30	terrified	terrified
I forgot to pick up a bag of chips for my son from the grocery store.	18	18	guilty	guilty
I knew that when my best friend told me she would always be there for me, that I could have great co	31	31	trusting	trusting
One time there was a movie I wanted to see that had really good reviews. I went to see it and it was	11	11	disappointed	disappointed
I was very sad when I found out that my neighbors houses were going to be demolished because the cit	10	10	devastated	devastated
My daughters first day of kindergarten was this week, i walked her in and watched her for a bit, she	7	7	caring	caring
I am already shopping for christmas, it's my favourite time of the year! It makes me feel so happy	22	22	joyful	joyful
My wife has been out of the country for school for a month and a half. She gets back in a couple we	23	14	lonely	excited
I was trying to learn how to make a steak and I was so scared of the flame on the grill! It was SO h	5	0	apprehensive	afraid
I remember when I was young. I used to love life	28	24	sentimental	nostalgic
I just got back from our beach vacation and it was so great! Going there and having a beachfront con	14	22	excited	joyful
I made a blanket it was so easy	29	26	surprised	proud
nice!	33	33	acknowledging	acknowledging
I really enjoy going out and skating with my kids in the evening. Its the most fun part of my day.	9	22	content	joyful
I have a big exam, I have been studying like crazy. I hope I do well, I need to good on this exam.	25	8	prepared	confident
I went and saw a hockey game. It reminded me of playing growing up, I miss those days and the bond w	24	24	nostalgic	nostalgic
When my pet got badly injured a few months ago, I thought for sure that she would not make it.	4	19	anxious	hopeful
I have a job interview tomorrow.	14	8	excited	confident
A friend of mine has a lot of money and seems to get anything she wants anytime she wants without wo	21	21	jealous	jealous
I'm really not sure what to do; my wife is having our baby next week and I don't think we're ready f	5	4	apprehensive	anxious
Everyone in my family laughs at me b/c I am a super organized person and I like routine in my life.	25	17	prepared	grateful
thar was an embarasing moment for sure	40	13	neutral	embarrassed
My daughter was running through the house like usual the other day. She tripped on my laptop cord an	1	30	angry	terrified
I had a package delivered to the property management office recently. It was quite a large package a	20	29	impressed	surprised
i hope she has a moment of happiness very soon.	34	34	encouraging	encouraging
School is starting up soon and I'm worried I may not be able to keep up with all of the homework.	0	5	afraid	apprehensive
My cat last night wouldn't stop trying to get me to play with her. She kept jumping in the bed and m	2	2	annoyed	annoyed
I had a final exam today. I know I aced it because I prepared for weeks.	8	25	confident	prepared
I am so psyched! I move into a new apartment in three weeks. It looks onto a forest, so no cars driv	14	14	excited	excited
One time I lent my car to a friend. He drove around drunk and totaled it.	16	31	furious	trusting
I had to leave town and needed someone to take care of my pets. They are so important to me. My sist	31	7	trusting	caring
I had a surprise visit from my Mother. She came into town and took us out for dinner.	29	29	surprised	surprised
for the death of my mother, my soul was destroyed	10	10	devastated	devastated
nice, i wish i could do a wheelie!	33	33	acknowledging	acknowledging
My daughter called and said they were taking my newborn grandson to the doctor to have a chest xray	4	7	anxious	caring
One day I fell at work while I was pregnant. Luckily, me and the baby didn't get hurt. But, I wished	13	17	embarrassed	grateful
I was so upset when I failed my math test, I was only 1 percent off!	10	16	devastated	furious
I was on a road trip last week and had to stop a gas station to use the restroom. It looked like the	12	12	disgusted	disgusted
I went to Aldi the other day and bought a bunch of German chocolate bars. I then sat and stuffed mys	18	18	guilty	guilty
i am so sorry to hear that.	36	36	sympathizing	sympathizing
One morning my mother came to pick my daughter up for school and told me she saw my daughter's cat d	27	7	sad	caring
Workcamping in the mountains of NM. It took an hour and half to get to the grocery store. There was	23	25	lonely	prepared
me too.	32	32	agreeing	agreeing
sorry.. hopefully he is at a better place now.	36	35	sympathizing	consoling
The other day I had a flat tire. I had my floor jack and 4-way lug wrench in my trunk and was able t	25	17	prepared	grateful
One time I was driving home late at night in the middle of nowhere and I was sleepy. The roads were	4	0	anxious	afraid
i didn't even think of that!	40	32	neutral	agreeing
i hate waiting it is the worst thing for me, if im waiting more than 5 minutes im getting really anx	4	2	anxious	annoyed
One day is ... One more day of learning, one more day to smile, one more day to give a hug, a day to	19	19	hopeful	hopeful
I was attacked by bees a few months ago, they we're furious.	16	1	furious	angry
I slipped and fell in the restroom last week. The floors desperately needed cleaned.	12	13	disgusted	embarrassed
what did you name her?	38	38	questioning	questioning
i know some colleges now offer bowling athletic programs.	32	40	agreeing	neutral
Lifting some weight I didn't think I could handle.	5	8	apprehensive	confident
I found a salad in the refrigerator that I forgot about and it smelled horrible.	12	12	disgusted	disgusted
her	6	38	ashamed	questioning
I passed by my grandma's old house today, she passed last year. It really brought me down.	27	10	sad	devastated
I was really looking forward to the future when i got a new job in Houston earlier. I felt like lots	19	19	hopeful	hopeful
i hope you get better soon!	35	35	consoling	consoling
maybe you can plan another trip together soon - sounds like you guys need some time to reconnect and	37	37	suggesting	suggesting
I was really lookingforward to trying this new resturant that opened up down the road. They were ter	11	20	disappointed	impressed
I am going to play in a dominos tournament	8	14	confident	excited
Someone stole my credit card information. They have been charging up my card like crazy. I'm scared	10	0	devastated	afraid
A few months ago, a good friend of my girlfriend's passed away from a drug overdose. What's worse is	27	27	sad	sad
i think you should report the to the police if you notice any strange or threatening messages,feel f	37	37	suggesting	suggesting
it is really depressing going to visit my grandmother to the hospital and see all the sick patients	27	7	sad	caring
I want to participate in a bodybuilding contest	8	19	confident	hopeful
i hope you like them	34	34	encouraging	encouraging
I've been married a long time, but my husband has to travel for business so I feel a little bit by m	23	23	lonely	lonely
were you eventually able to be there?	38	38	questioning	questioning
I felt betrayed when my girlfriend kissed another guy at a party. She was drunk, true. But still.	11	15	disappointed	faithful
This weekend the family is going to go swimming at the lake, might rent a boat, looking forward to i	3	14	anticipating	excited
My sister threw up the other day and made a huge mess.	12	12	disgusted	disgusted
i know how you feel	32	32	agreeing	agreeing
I had a meeting last week where I gave a presentation over the wrong documentation and no one said a	13	13	embarrassed	embarrassed
While in college, I received a prestigious award. While it had been available to be awarded for some	26	26	proud	proud
that sucks.	33	33	acknowledging	acknowledging
I got angry when she refused. But I should've been more understanding	6	1	ashamed	angry
I was on my way home from work and my gfirleind suprised me with a bunch of friends and family for a	29	29	surprised	surprised
good luck!	39	39	Wishing	Wishing
I successfully trained my dog to behave and listen to commands. I had failed with my first dog, but	26	26	proud	proud
Once i got the wrong order when i paid 600$ for my television. WHAT?	16	1	furious	angry
I really believe in being with someone and only them forever. I know others see it differently, i ju	15	15	faithful	faithful
I love streaming services. However, I'm annoyed by the lack of movies I want to watch without having	2	2	annoyed	annoyed
Someone hit my mailbox last night and knocked it over. They didn't even have the guts to stop and te	16	1	furious	angry
i know, that actually happens to me sometimes!	32	32	agreeing	agreeing
This past winter I was sitting on my porch at 4am (couldn't sleep). Suddenly, out of the dark, came	30	0	terrified	afraid
I was running today and felt like a car was following me. I was so creeped out. I need to start cary	0	0	afraid	afraid
I miss my dog who died last year	28	27	sentimental	sad
When she fell down the steps I blamed myself for not being close enough to catch her. I cared for he	7	7	caring	caring
I have a weekend of nothing but relaxation planned for this weekend.	9	25	content	prepared
man i'm sorry to hear that...i've wasted a good protein shake doing that once	36	36	sympathizing	sympathizing
I saved up so much shopping at Aldi's !	29	22	surprised	joyful
I got turned down for a job I really wanted. I'd worked extremely hard to put myself in a position	10	11	devastated	disappointed
At dinner the other night, my family ordered three diet cokes. They all came out a different shade	5	11	apprehensive	disappointed
My family surprised me with a birthday party this year. I was so elated and happy.	22	29	joyful	surprised
I can't believe my brother is dating a super model. She should be dating me instead, I'm much more i	21	21	jealous	jealous
I tripped and fell in front of some people.	13	13	embarrassed	embarrassed
I always say i hate when other moms shame each other but I do the same thing	6	6	ashamed	ashamed
I like to take treats to the retirement home, especially the people with no family.	7	7	caring	caring
For two years now I've been walking with help of a walker, following a botched hip operation. Recent	26	7	proud	caring
i hope everything gets sorted!	35	35	consoling	consoling
I was sharing a house with 5 girls and all of them have boyfriends and hang out with them over the w	23	21	lonely	jealous
I found an old picture of when my oldest daughter started kindergarten 11 years ago.	24	28	nostalgic	sentimental
Watching the Bold Type, one of my favourite characters father died. It was hard to watch	28	27	sentimental	sad
I'm going on vacation! I haven't been on vacation in years!	14	14	excited	excited
i know in some places, the penalty for hurting an animal can be tougher than that for hurting your k	32	40	agreeing	neutral
sorry to hear that.	36	36	sympathizing	sympathizing
I have to say that at my wedding I felt the most confident I have ever felt. I felt beautiful and r	8	8	confident	confident
hopefully they can see that and change their ways.	35	35	consoling	consoling
My friend bought a house in a very cheap market town and 6 months later a very walthy company opened	21	20	jealous	impressed
I thought somebody was breaking into my house.	30	30	terrified	terrified
I am so thrilled to be able to go on a short but long overdue vacation.	22	14	joyful	excited
Today I've been listening to all my favorite songs from when I was in my early twenties.	24	24	nostalgic	nostalgic
I have been on my son to start taking a more active role everyday life stuff like mainting a sleep s	11	25	disappointed	prepared
I'm so happy that it is Friday!	22	22	joyful	joyful
Ex partner was being dishonest.	6	40	ashamed	neutral
i am so sorry to hear.	36	36	sympathizing	sympathizing
nostalgic: I love playing old school video games. The music is amazing	24	24	nostalgic	nostalgic
One day I was a bit short on cash so I didn't give a homeless man any money. I felt really bad, as I	18	18	guilty	guilty
me too!!!	32	32	agreeing	agreeing
I heard a song that I hadn't heard in awhile. It reminded me of my high school days.	28	24	sentimental	nostalgic
For the good things and those that are not so good, I must give thanks ... the good ones make me fee	17	17	grateful	grateful
One time, I smelled an odd smell coming from my car. I opened my hood and took off the engine cover	12	13	disgusted	embarrassed
My sister recently died from breast cancer and I was devastated	10	10	devastated	devastated
It is amazing how loyal my dogs are to me.	31	15	trusting	faithful
I recently had an experience with a girl I used to love. We had a one night stand and it was crazy!	29	15	surprised	faithful
I once put googly eyes on a potato and had a nice dinner date with it. I was really lonely at the t	6	13	ashamed	embarrassed
One time, my friends were daring me to jump into a cold spring with them from a height of like 40 fe	5	13	apprehensive	embarrassed
I found out the woman I love likes another man. This makes me feel very hurt inside.	21	10	jealous	devastated
I bought a scratch off ticket the other day and won $1000. It was a good day.	29	22	surprised	joyful
I can't help but sit back and think what a great mother my daughter has become. She recently had a b	26	28	proud	sentimental
My friend's boyfriend had made sexual advances towards me, which I turned him away. But, I felt very	6	15	ashamed	faithful
what was the accomplishment again?	38	38	questioning	questioning
I was super grossed out last week when I had a sore throat and was coughing up a lot of phlegm. I kn	12	12	disgusted	disgusted
I was impressed the other day, my mother in law is working hard on her weigh goal. She has managed t	26	20	proud	impressed
i know that you must have been very frustrated with your teammate.	32	40	agreeing	neutral
I was listening to a throwback hits playlist and it brought back some good memories	24	24	nostalgic	nostalgic
I am currently expecting my first baby, it's a boy!	22	3	joyful	anticipating
i was heartbroken when my dad passed away.. still not over it.	28	10	sentimental	devastated
I got a promotion in work. I am so excited for the raise and added responsibility.	14	22	excited	joyful
I'm sleep training my toddler and i'm so frustrated and overhwelmed	4	2	anxious	annoyed
I found a stray kitten and nursed him back to health.	7	7	caring	caring
My friends say that my girl is cheating behind my back. But i have so much trust in her to doubt her	15	31	faithful	trusting
I felt isolated when we moved to Hong Kong -- I had a 6 month old, a husband that needed to start tr	23	23	lonely	lonely
Everyday i wake up and see my girlfriends beautiful face, That on its on will always keep me faithfu	15	15	faithful	faithful
I'm going to take my wife out dancing this next weekend. It has been over a year since our last dat	14	8	excited	confident
When planning my wedding the caterer we were trying to hire was completely ignoring my wife every ti	1	13	angry	embarrassed
This past Friday night our refrigerator stopped working! We had to go all weekend without it, which	12	16	disgusted	furious
I recently took a job offer at a new company. I was hesitant to take the offer due to low pay, but t	5	5	apprehensive	apprehensive
i live in texas to so i know those feels	32	32	agreeing	agreeing
I was in shock when I realized I was pregnant, it was so unexpected.	29	29	surprised	surprised
I feel so relaxed and at peace when I meditate.	9	9	content	content
finding out about baby boy	29	0	surprised	afraid
My son is in so much pain	27	27	sad	sad
i hope you feel better soon.	35	35	consoling	consoling
I really love my life. This may seem crazy to some since it's fairly simple. I work online, I play g	9	9	content	content
My wife was sick the other day. She was stuck in bed for most of a day, it was rough.	7	7	caring	caring
I really like all the shelves in my house to be arranged just so. It really bothers me when people p	2	2	annoyed	annoyed
I have a wonderful sister-in-law who I am so incredibly thankful for. Whenever I am going through a	17	17	grateful	grateful
I was stopped at a red light and a woman in a truck scraped all along the side of my car. She seeme	1	30	angry	terrified
my friend came over yesterday and i farted right in front of her	13	13	embarrassed	embarrassed
I saw a 3 year old boy who can talk 4 languages	20	20	impressed	impressed
sometimes exams are failed and things are not corrected.	32	40	agreeing	neutral
I was blown away when my six year old nephew solved the Navier-Stokes existence and smoothness probl	20	20	impressed	impressed
For Halloween last year, I dressed as a plague doctor. I couldn't wait for my friends to see how sca	14	8	excited	confident
i hope your coworkers went easy on you about it.	35	35	consoling	consoling
I was in for a treat the other day when my husband got home with some chocolate. He likes to do thin	29	18	surprised	guilty
I am very hopeful to go on vacation this summer	19	19	hopeful	hopeful
I have the best kids in the world. The draw me pictures, make me laugh, and give lots of hugs and k	22	28	joyful	sentimental
I couldn't believe Aretha Franklin passed away last week.	10	27	devastated	sad
who do you support?	38	38	questioning	questioning
After over a year of living in absolute misery due to my upstairs neighbors, I'm finally moving to a	3	9	anticipating	content
I was secure in knowing that my daughter would drive safely in my car	31	31	trusting	trusting
disappointed: I was so sad to find out what she had done. Found it on her facebook message history..	11	11	disappointed	disappointed
I just had an amazing dinner and now am relaxing in my room. I feel very rested and at peace.	9	9	content	content
The garbage company for my town went under and left us without service.	16	10	furious	devastated
I'm going to see my parents in a week!	3	14	anticipating	excited
don't know how we gonna pay rent	4	0	anxious	afraid
Our pet will need to be put down soon. She has suffered a long time with feline AIDS.	27	7	sad	caring
I found my cat dead on the side of the road. I was so hurt and distraught I couldn't even drive home	10	10	devastated	devastated
I was so anxious for my kid to graduate	4	4	anxious	anxious
i wish you both all the best.	39	39	Wishing	Wishing
I'm waiting anxiously until the end of the week, when I'm going to pick up my wife from her flight b	3	3	anticipating	anticipating
My family and I went the the beach on Tues. Spent the whole day. I can't believe I barely got sun bu	29	11	surprised	disappointed
I have been working on a big proposal for weeks. Tomorrow, I have to give the presentation to the cl	4	4	anxious	anxious
i cant wait for my new car, they told me it was going to take 1 week but they told me they where tak	14	3	excited	anticipating
I have a huge phobia of roaches. I can handle almost any kind of crawling or flying bug except them	0	0	afraid	afraid
My friend adopted a new kitten.	21	7	jealous	caring
I was at a get together recently and a friend's husband was flirting with me. I made it very clear t	15	15	faithful	faithful
you should definitely check to see, or stop by cabot if you ever visit vermont.	32	37	agreeing	suggesting
